Unnamed: 0,age,workclass,fnlwgt,education,education-num,occupation,relationship,race,sex,country,salary,capital_gain,marital_status,capital_loss,hours_per_week
18808,45, Private,293691, HS-grad,9, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, Japan, <=50K,0, Divorced,1590,40
18809,41, Self-emp-inc,220821, Bachelors,13, Exec-managerial, Husband, White, Male, United-States, >50K,7688, Married-civ-spouse,0,40
18810,26, Private,190027, 10th,6, Handlers-cleaners, Not-in-family, White, Female, United-States, <=50K,0, Divorced,0,30
18811,41, Private,343944, 11th,7, Other-service, Unmarried, White, Female, United-States, <=50K,0, Widowed,0,40
18812,46, Self-emp-inc,110457, Masters,14, Exec-managerial, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,55
18813,47, State-gov,72333, HS-grad,9, Adm-clerical, Unmarried, Asian-Pac-Islander, Female, United-States, <=50K,0, Divorced,0,40
18814,43, Self-emp-not-inc,193494, Prof-school,15, Prof-specialty, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,60
18815,35, Private,334999, HS-grad,9, Sales, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,45
18816,44, Self-emp-not-inc,274363, HS-grad,9, Sales, Not-in-family, White, Male, United-States, <=50K,0, Divorced,0,50
18817,58, Self-emp-inc,113806, Bachelors,13, Exec-managerial, Husband, White, Male, United-States, >50K,7688, Married-civ-spouse,0,30
18818,25, Private,52536, Assoc-acdm,12, Tech-support, Own-child, White, Female, United-States, <=50K,0, Divorced,1594,25
18819,44, Private,187720, Assoc-voc,11, Craft-repair, Unmarried, White, Male, United-States, <=50K,0, Never-married,0,40
18820,57, Private,104996, Some-college,10, Craft-repair, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,42
18821,24, Private,214555, Some-college,10, Handlers-cleaners, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
18822,38, Private,52963, Bachelors,13, Adm-clerical, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,50
18823,33, Private,190511, 7th-8th,4, Handlers-cleaners, Not-in-family, White, Male, United-States, <=50K,2176, Divorced,0,35
18824,25, Private,75821, Some-college,10, Prof-specialty, Own-child, White, Female, United-States, <=50K,0, Never-married,0,40
18825,33, Private,123291, HS-grad,9, Machine-op-inspct, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,84
18826,50, Local-gov,226497, Some-college,10, Protective-serv, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,52
18827,35, Private,282979, HS-grad,9, Sales, Husband, White, Male, United-States, >50K,5178, Married-civ-spouse,0,50
18828,36, Private,166549, Bachelors,13, Adm-clerical, Not-in-family, White, Male, United-States, >50K,0, Divorced,0,55
18829,27, Private,187746, Some-college,10, Other-service, Own-child, White, Female, United-States, <=50K,0, Never-married,0,40
18830,22, Private,157145, Assoc-voc,11, Craft-repair, Own-child, White, Male, United-States, <=50K,0, Never-married,0,50
18831,30, Private,227551, HS-grad,9, Transport-moving, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
18832,90, Private,115306, Masters,14, Exec-managerial, Own-child, White, Female, United-States, <=50K,0, Never-married,0,40
18833,39, Private,169249, HS-grad,9, Other-service, Other-relative, Black, Male, United-States, <=50K,0, Separated,0,40
18834,34, State-gov,221966, Bachelors,13, Prof-specialty, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,45
18835,39, Private,224566, Bachelors,13, Exec-managerial, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,60
18836,19, Private,28119, Some-college,10, Other-service, Own-child, White, Female, United-States, <=50K,0, Never-married,0,4
18837,19, Private,323810, 10th,6, Craft-repair, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
18838,29, Private,210498, HS-grad,9, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
18839,66, Self-emp-not-inc,174995, Assoc-acdm,12, Craft-repair, Husband, White, Male, Hungary, <=50K,2290, Married-civ-spouse,0,30
18840,38, Private,161141, Some-college,10, Tech-support, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,45
18841,44, Private,210534, 5th-6th,3, Handlers-cleaners, Husband, White, Male, Mexico, <=50K,0, Married-civ-spouse,0,40
18842,34, Self-emp-not-inc,112650, 7th-8th,4, Craft-repair, Own-child, White, Male, United-States, <=50K,0, Never-married,0,40
18843,35, State-gov,318891, Assoc-acdm,12, Exec-managerial, Not-in-family, White, Female, United-States, <=50K,0, Widowed,0,40
18844,29, Local-gov,375655, Bachelors,13, Prof-specialty, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
18845,22, Private,228465, HS-grad,9, Transport-moving, Husband, Black, Male, United-States, <=50K,0, Married-civ-spouse,0,40
18846,33, ?,102130, Some-college,10, ?, Own-child, White, Male, United-States, <=50K,0, Never-married,0,40
18847,73, Private,183213, Assoc-voc,11, Prof-specialty, Not-in-family, White, Male, United-States, >50K,25124, Widowed,0,60
18848,35, Local-gov,177305, Some-college,10, Exec-managerial, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,2377,40
18849,41, Private,34037, HS-grad,9, Handlers-cleaners, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
18850,27, Self-emp-not-inc,116613, Some-college,10, Other-service, Wife, White, Female, United-States, <=50K,0, Married-civ-spouse,0,50
18851,25, Private,175540, HS-grad,9, Adm-clerical, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,50
18852,47, Private,150768, Bachelors,13, Handlers-cleaners, Not-in-family, White, Male, United-States, >50K,0, Divorced,1564,51
18853,36, Private,176634, Bachelors,13, Sales, Wife, White, Female, United-States, >50K,0, Married-civ-spouse,0,35
18854,36, Private,209993, 1st-4th,2, Other-service, Other-relative, White, Female, Mexico, <=50K,0, Widowed,0,20
18855,25, Local-gov,206002, HS-grad,9, Tech-support, Unmarried, White, Female, United-States, <=50K,0, Divorced,0,40
18856,37, Private,201259, 11th,7, Transport-moving, Not-in-family, White, Male, United-States, <=50K,0, Divorced,0,65
18857,26, Local-gov,202286, Bachelors,13, Tech-support, Own-child, White, Male, United-States, <=50K,0, Never-married,0,40
18858,53, Private,96062, Some-college,10, Exec-managerial, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,1740,40
18859,36, Local-gov,578377, Masters,14, Prof-specialty, Wife, White, Female, United-States, <=50K,0, Married-civ-spouse,0,40
18860,30, Private,509500, Bachelors,13, Tech-support, Not-in-family, White, Female, United-States, >50K,4787, Never-married,0,45
18861,53, Local-gov,324021, Some-college,10, Other-service, Not-in-family, White, Female, United-States, <=50K,0, Divorced,0,40
18862,37, Self-emp-not-inc,107737, HS-grad,9, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,45
18863,41, State-gov,129865, HS-grad,9, Craft-repair, Unmarried, White, Male, United-States, <=50K,0, Divorced,0,40
18864,53, Private,103586, Bachelors,13, Handlers-cleaners, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,55
18865,23, Private,187513, Some-college,10, Other-service, Own-child, White, Male, United-States, <=50K,0, Never-married,0,32
18866,28, Private,172891, HS-grad,9, Farming-fishing, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,50
18867,53, Local-gov,207449, 10th,6, Other-service, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
18868,32, Private,209103, HS-grad,9, Transport-moving, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,20
18869,33, Private,408813, Bachelors,13, Adm-clerical, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,50
18870,27, Private,209292, HS-grad,9, Sales, Other-relative, Black, Female, Dominican-Republic, <=50K,0, Never-married,0,32
18871,52, Private,144361, Assoc-voc,11, Craft-repair, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,1902,40
18872,31, Private,209538, Some-college,10, Adm-clerical, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,55
18873,27, Private,244402, Assoc-acdm,12, Exec-managerial, Not-in-family, White, Female, United-States, >50K,0, Never-married,0,40
18874,44, Private,889965, HS-grad,9, Handlers-cleaners, Wife, White, Female, United-States, <=50K,3137, Married-civ-spouse,0,30
18875,37, Self-emp-not-inc,298444, Masters,14, Prof-specialty, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
18876,39, Private,163237, HS-grad,9, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,60
18877,18, Private,311795, 12th,8, Sales, Own-child, Black, Female, United-States, <=50K,0, Never-married,0,20
18878,42, Private,155972, HS-grad,9, Handlers-cleaners, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
18879,49, Private,291783, Bachelors,13, Craft-repair, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
18880,35, Private,153535, HS-grad,9, Handlers-cleaners, Unmarried, Black, Female, United-States, <=50K,0, Divorced,0,36
18881,43, Private,249771, HS-grad,9, Transport-moving, Husband, Asian-Pac-Islander, Male, United-States, <=50K,0, Married-civ-spouse,0,99
18882,43, Private,462180, Prof-school,15, Prof-specialty, Husband, White, Male, United-States, >50K,99999, Married-civ-spouse,0,60
18883,31, Private,308540, Some-college,10, Craft-repair, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
18884,27, Private,34701, Bachelors,13, Other-service, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
18885,46, Federal-gov,106252, Some-college,10, Adm-clerical, Not-in-family, White, Female, United-States, <=50K,0, Divorced,0,40
18886,54, Private,138944, HS-grad,9, Sales, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,44
18887,37, Private,140713, Some-college,10, Adm-clerical, Husband, Black, Male, Jamaica, >50K,0, Married-civ-spouse,0,40
18888,53, Local-gov,216931, Some-college,10, Protective-serv, Husband, White, Male, United-States, >50K,4386, Married-civ-spouse,0,40
18889,26, Private,162312, Some-college,10, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male, Philippines, <=50K,0, Never-married,0,20
18890,59, Self-emp-inc,253062, Prof-school,15, Prof-specialty, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,55
18891,36, Federal-gov,359249, Some-college,10, Adm-clerical, Not-in-family, Black, Male, United-States, <=50K,0, Separated,0,40
18892,32, Private,231413, HS-grad,9, Machine-op-inspct, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
18893,53, Local-gov,197054, Masters,14, Prof-specialty, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
18894,26, Private,130931, HS-grad,9, Adm-clerical, Own-child, Black, Female, United-States, <=50K,0, Never-married,0,40
18895,35, Private,30565, HS-grad,9, Other-service, Wife, White, Female, United-States, >50K,0, Married-AF-spouse,0,40
18896,48, Private,105138, HS-grad,9, Exec-managerial, Unmarried, Asian-Pac-Islander, Female, United-States, <=50K,0, Divorced,0,40
18897,30, Local-gov,178383, Some-college,10, Handlers-cleaners, Not-in-family, Black, Male, United-States, <=50K,0, Separated,0,40
18898,38, Private,241998, 12th,8, Craft-repair, Husband, White, Male, United-States, >50K,7688, Married-civ-spouse,0,40
18899,58, Self-emp-not-inc,196403, HS-grad,9, Exec-managerial, Wife, White, Female, United-States, >50K,0, Married-civ-spouse,0,10
18900,44, Private,232421, HS-grad,9, Transport-moving, Not-in-family, Other, Male, Canada, <=50K,0, Married-spouse-absent,0,32
18901,30, Private,130369, Assoc-voc,11, Prof-specialty, Unmarried, White, Female, United-States, <=50K,0, Separated,0,40
18902,68, Self-emp-not-inc,336329, HS-grad,9, Exec-managerial, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,10
18903,26, Local-gov,337867, Bachelors,13, Prof-specialty, Own-child, Black, Female, United-States, <=50K,0, Never-married,0,40
18904,26, Local-gov,104614, Bachelors,13, Prof-specialty, Own-child, White, Female, United-States, <=50K,0, Never-married,0,40
18905,41, Private,223548, 1st-4th,2, Machine-op-inspct, Husband, White, Male, Mexico, <=50K,0, Married-civ-spouse,0,40
18906,43, State-gov,506329, Bachelors,13, Prof-specialty, Husband, Asian-Pac-Islander, Male, ?, >50K,15024, Married-civ-spouse,0,40
18907,48, Private,64479, Bachelors,13, Exec-managerial, Not-in-family, White, Male, United-States, <=50K,0, Divorced,0,47
18908,55, Private,284095, HS-grad,9, Sales, Not-in-family, White, Female, United-States, <=50K,0, Divorced,0,37
18909,50, Self-emp-not-inc,221336, Some-college,10, Exec-managerial, Unmarried, Asian-Pac-Islander, Female, ?, <=50K,0, Divorced,0,40
18910,41, Private,428499, 11th,7, Craft-repair, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,1485,50
18911,52, Private,208302, HS-grad,9, Sales, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,36
18912,24, ?,412156, HS-grad,9, ?, Wife, White, Female, Mexico, <=50K,0, Married-civ-spouse,0,40
18913,31, Self-emp-not-inc,182177, HS-grad,9, Craft-repair, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,1902,40
18914,54, Local-gov,129972, Assoc-voc,11, Protective-serv, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,38
18915,31, Self-emp-not-inc,186420, Masters,14, Tech-support, Not-in-family, White, Female, United-States, <=50K,0, Separated,0,25
18916,31, Self-emp-inc,203488, Bachelors,13, Exec-managerial, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,50
18917,47, Private,128796, HS-grad,9, Craft-repair, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
18918,40, Private,55395, Assoc-voc,11, Prof-specialty, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
18919,46, State-gov,314770, Some-college,10, Adm-clerical, Unmarried, White, Female, United-States, <=50K,0, Divorced,0,48
18920,45, Private,135044, HS-grad,9, Machine-op-inspct, Not-in-family, White, Female, United-States, <=50K,0, Divorced,0,40
18921,39, Private,319248, 10th,6, Other-service, Unmarried, White, Female, Mexico, <=50K,0, Never-married,0,25
18922,34, Local-gov,236415, Some-college,10, Adm-clerical, Unmarried, White, Female, United-States, <=50K,0, Never-married,0,18
18923,48, ?,151584, Some-college,10, ?, Not-in-family, White, Male, United-States, >50K,8614, Never-married,0,60
18924,19, ?,133983, Some-college,10, ?, Own-child, White, Female, United-States, <=50K,0, Never-married,0,20
18925,56, Private,81220, Some-college,10, Adm-clerical, Not-in-family, White, Female, Canada, <=50K,0, Never-married,0,40
18926,47, Private,151087, HS-grad,9, Prof-specialty, Other-relative, Other, Female, Puerto-Rico, <=50K,0, Separated,0,40
18927,35, Private,322171, Some-college,10, Other-service, Wife, White, Female, United-States, >50K,0, Married-civ-spouse,0,40
18928,25, Private,190628, Some-college,10, Craft-repair, Husband, White, Male, Columbia, <=50K,0, Married-civ-spouse,0,40
18929,43, Local-gov,106982, Bachelors,13, Prof-specialty, Unmarried, White, Female, United-States, <=50K,0, Separated,0,40
18930,59, Private,227856, Bachelors,13, Sales, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,37
18931,66, ?,213477, 7th-8th,4, ?, Not-in-family, White, Male, United-States, <=50K,0, Divorced,0,10
18932,63, Private,266083, 7th-8th,4, Transport-moving, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,60
18933,32, Private,257068, Some-college,10, Transport-moving, Not-in-family, White, Female, United-States, <=50K,0, Married-spouse-absent,0,37
18934,58, ?,37591, Bachelors,13, ?, Not-in-family, White, Female, United-States, <=50K,0, Widowed,0,40
18935,43, Self-emp-inc,150533, Assoc-voc,11, Exec-managerial, Other-relative, White, Male, United-States, >50K,0, Married-civ-spouse,0,50
18936,27, Private,211184, HS-grad,9, Adm-clerical, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,52
18937,21, Private,136610, 12th,8, Handlers-cleaners, Own-child, White, Male, United-States, <=50K,0, Never-married,0,32
18938,44, Federal-gov,244054, Some-college,10, Exec-managerial, Unmarried, White, Male, United-States, >50K,0, Divorced,0,60
18939,40, Self-emp-not-inc,240698, HS-grad,9, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,60
18940,65, Private,172906, HS-grad,9, Adm-clerical, Unmarried, White, Female, United-States, <=50K,0, Widowed,0,40
18941,50, Private,238959, Some-college,10, Adm-clerical, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,45
18942,18, ?,163085, HS-grad,9, ?, Own-child, White, Male, United-States, <=50K,0, Separated,0,20
18943,51, State-gov,172022, Masters,14, Prof-specialty, Not-in-family, White, Male, United-States, >50K,0, Never-married,0,40
18944,44, Federal-gov,218062, Some-college,10, Adm-clerical, Unmarried, Black, Female, United-States, <=50K,0, Divorced,0,40
18945,20, Private,201799, Some-college,10, Sales, Own-child, White, Female, United-States, <=50K,0, Never-married,0,13
18946,29, Private,150717, Assoc-voc,11, Exec-managerial, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
18947,50, Private,94391, Assoc-voc,11, Craft-repair, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,50
18948,50, Local-gov,153064, HS-grad,9, Exec-managerial, Husband, White, Male, United-States, >50K,5178, Married-civ-spouse,0,40
18949,43, Private,156771, 10th,6, Adm-clerical, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
18950,23, Private,216639, Bachelors,13, Tech-support, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,40
18951,41, Private,82161, HS-grad,9, Transport-moving, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
18952,30, ?,159159, Some-college,10, ?, Wife, White, Female, United-States, <=50K,0, Married-civ-spouse,0,30
18953,58, Self-emp-not-inc,310014, Bachelors,13, Farming-fishing, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,25
18954,50, State-gov,133014, Assoc-voc,11, Prof-specialty, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
18955,37, Self-emp-not-inc,36214, Bachelors,13, Craft-repair, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,65
18956,21, Private,399022, HS-grad,9, Farming-fishing, Own-child, White, Male, United-States, <=50K,0, Never-married,0,24
18957,33, Private,179758, HS-grad,9, Sales, Wife, White, Female, United-States, <=50K,0, Married-civ-spouse,0,20
18958,52, Private,48947, Some-college,10, Adm-clerical, Unmarried, White, Female, United-States, <=50K,0, Divorced,0,45
18959,47, Private,201865, HS-grad,9, Transport-moving, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
18960,45, Self-emp-not-inc,319122, Bachelors,13, Sales, Not-in-family, White, Male, United-States, >50K,14084, Never-married,0,45
18961,34, Private,155151, Some-college,10, Craft-repair, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
18962,39, Private,24106, Some-college,10, Sales, Husband, White, Male, Philippines, >50K,0, Married-civ-spouse,0,40
18963,31, Private,257863, Some-college,10, Other-service, Not-in-family, White, Female, United-States, <=50K,0, Divorced,0,15
18964,19, ?,28967, Some-college,10, ?, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
18965,45, Private,379393, Some-college,10, Tech-support, Not-in-family, White, Female, United-States, <=50K,0, Divorced,0,45
18966,45, Self-emp-not-inc,152752, Assoc-voc,11, Protective-serv, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,3
18967,34, Private,154874, HS-grad,9, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K,4416, Never-married,0,30
18968,27, Private,154210, 11th,7, Sales, Own-child, Asian-Pac-Islander, Male, India, <=50K,0, Married-spouse-absent,0,35
18969,37, Private,335716, HS-grad,9, Sales, Unmarried, White, Female, United-States, <=50K,0, Divorced,0,40
18970,20, Private,94744, HS-grad,9, Adm-clerical, Own-child, Black, Female, United-States, <=50K,0, Never-married,0,20
18971,32, Private,133861, Bachelors,13, Exec-managerial, Not-in-family, White, Male, United-States, >50K,13550, Never-married,0,48
18972,24, Private,240137, 1st-4th,2, Handlers-cleaners, Not-in-family, White, Male, Mexico, <=50K,0, Never-married,0,55
18973,39, Private,80004, HS-grad,9, Handlers-cleaners, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
18974,18, Private,109702, Some-college,10, Sales, Own-child, White, Female, United-States, <=50K,0, Never-married,0,30
18975,62, Self-emp-not-inc,39610, Some-college,10, Farming-fishing, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,80
18976,24, Private,90046, Bachelors,13, Exec-managerial, Not-in-family, White, Female, United-States, <=50K,0, Separated,0,40
18977,37, Private,193855, HS-grad,9, Transport-moving, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,45
18978,46, Private,206889, Bachelors,13, Adm-clerical, Not-in-family, White, Female, United-States, <=50K,0, Widowed,0,25
18979,44, Private,86298, HS-grad,9, Craft-repair, Not-in-family, White, Male, United-States, <=50K,0, Divorced,0,40
18980,53, Private,149650, HS-grad,9, Sales, Not-in-family, White, Male, United-States, >50K,0, Never-married,2559,48
18981,25, Private,323139, Bachelors,13, Handlers-cleaners, Own-child, White, Male, United-States, <=50K,0, Never-married,0,35
18982,44, Private,237993, Prof-school,15, Machine-op-inspct, Husband, White, Male, ?, <=50K,0, Married-civ-spouse,0,45
18983,24, Private,36058, Bachelors,13, Sales, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,50
18984,61, Private,163393, HS-grad,9, Transport-moving, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,20
18985,45, Local-gov,93535, Masters,14, Prof-specialty, Unmarried, White, Female, United-States, <=50K,0, Divorced,0,40
18986,33, Self-emp-not-inc,112952, Some-college,10, Craft-repair, Own-child, White, Male, United-States, <=50K,0, Never-married,0,48
18987,48, Private,182541, Bachelors,13, Prof-specialty, Husband, White, Male, United-States, >50K,15024, Married-civ-spouse,0,45
18988,26, Local-gov,73392, HS-grad,9, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male, United-States, <=50K,0, Never-married,0,30
18989,40, ?,507086, HS-grad,9, ?, Not-in-family, Black, Female, United-States, <=50K,0, Divorced,0,32
18990,68, Private,195868, Bachelors,13, Sales, Husband, White, Male, United-States, >50K,20051, Married-civ-spouse,0,40
18991,24, Private,276851, HS-grad,9, Protective-serv, Own-child, White, Female, United-States, <=50K,0, Divorced,1762,40
18992,25, ?,39901, Bachelors,13, ?, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,60
18993,31, Local-gov,33124, Bachelors,13, Prof-specialty, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,50
18994,55, Private,419732, Some-college,10, Other-service, Unmarried, White, Female, United-States, <=50K,0, Divorced,0,38
18995,46, Private,171095, Assoc-acdm,12, Sales, Unmarried, White, Female, United-States, <=50K,0, Divorced,0,38
18996,58, Private,199278, Bachelors,13, Exec-managerial, Not-in-family, White, Male, United-States, <=50K,0, Divorced,0,38
18997,56, Private,235205, HS-grad,9, Other-service, Unmarried, White, Female, United-States, <=50K,0, Widowed,0,40
18998,45, Federal-gov,168232, Bachelors,13, Adm-clerical, Not-in-family, White, Male, United-States, >50K,0, Never-married,0,55
18999,24, Private,145964, Bachelors,13, Exec-managerial, Unmarried, White, Male, United-States, >50K,0, Never-married,0,40
19000,35, Local-gov,72338, HS-grad,9, Farming-fishing, Own-child, Asian-Pac-Islander, Male, United-States, <=50K,0, Divorced,0,56
19001,51, Private,153870, HS-grad,9, Tech-support, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
19002,47, Private,323798, Prof-school,15, Prof-specialty, Husband, White, Male, United-States, >50K,15024, Married-civ-spouse,0,55
19003,17, Private,198830, 11th,7, Adm-clerical, Other-relative, White, Female, United-States, <=50K,0, Never-married,0,10
19004,21, Private,267040, 10th,6, Prof-specialty, Unmarried, Black, Female, United-States, <=50K,0, Never-married,0,40
19005,45, Private,167187, Bachelors,13, Prof-specialty, Not-in-family, White, Female, United-States, >50K,0, Never-married,0,40
19006,42, Private,230684, HS-grad,9, Sales, Husband, White, Male, United-States, >50K,5178, Married-civ-spouse,0,50
19007,56, Private,659558, 12th,8, Other-service, Unmarried, Black, Female, United-States, <=50K,0, Widowed,0,40
19008,39, Private,181661, HS-grad,9, Handlers-cleaners, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
19009,31, Private,186144, 7th-8th,4, Machine-op-inspct, Not-in-family, Other, Female, Mexico, <=50K,0, Never-married,0,40
19010,20, Federal-gov,178517, Some-college,10, Tech-support, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
19011,65, Self-emp-not-inc,131417, 5th-6th,3, Farming-fishing, Husband, White, Male, United-States, <=50K,1797, Married-civ-spouse,0,21
19012,44, Private,57233, Some-college,10, Prof-specialty, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,45
19013,33, Private,379798, HS-grad,9, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
19014,25, Private,122175, Bachelors,13, Prof-specialty, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,45
19015,38, Private,107302, HS-grad,9, Exec-managerial, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,50
19016,31, Local-gov,127651, 10th,6, Transport-moving, Other-relative, White, Male, United-States, <=50K,0, Never-married,1741,40
19017,33, Self-emp-not-inc,102884, Bachelors,13, Sales, Own-child, White, Male, United-States, <=50K,0, Married-civ-spouse,0,20
19018,49, Self-emp-not-inc,241753, HS-grad,9, Other-service, Unmarried, White, Female, United-States, <=50K,0, Divorced,0,40
19019,28, Private,173611, HS-grad,9, Exec-managerial, Own-child, White, Female, United-States, <=50K,0, Never-married,0,40
19020,29, Private,232666, HS-grad,9, Craft-repair, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,40
19021,23, Private,352207, Assoc-voc,11, Other-service, Own-child, White, Male, United-States, <=50K,0, Never-married,0,20
19022,37, Self-emp-not-inc,241998, Bachelors,13, Prof-specialty, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,5
19023,52, Private,279129, Some-college,10, Prof-specialty, Not-in-family, White, Male, United-States, >50K,0, Never-married,0,37
19024,27, Private,177057, HS-grad,9, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
19025,47, Private,155659, Some-college,10, Craft-repair, Husband, White, Male, United-States, >50K,7688, Married-civ-spouse,0,55
19026,21, Private,251603, HS-grad,9, Adm-clerical, Not-in-family, White, Female, United-States, <=50K,0, Never-married,0,40
19027,41, Federal-gov,19914, Bachelors,13, Adm-clerical, Wife, Asian-Pac-Islander, Female, Philippines, >50K,0, Married-civ-spouse,0,40
19028,61, Private,115023, Some-college,10, Adm-clerical, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
19029,32, Private,101709, Bachelors,13, Prof-specialty, Husband, Asian-Pac-Islander, Male, United-States, >50K,0, Married-civ-spouse,0,40
19030,21, Private,313702, Some-college,10, Sales, Not-in-family, White, Male, United-States, <=50K,0, Never-married,0,40
19031,63, Private,250068, 12th,8, Sales, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,40
19032,34, Private,227359, Some-college,10, Other-service, Husband, White, Male, United-States, <=50K,0, Married-civ-spouse,0,42
19033,21, State-gov,196827, Assoc-acdm,12, Tech-support, Own-child, White, Male, United-States, <=50K,0, Never-married,0,10
19034,44, Private,118550, HS-grad,9, Other-service, Unmarried, White, Female, United-States, <=50K,0, Divorced,0,33
19035,26, Private,285004, Bachelors,13, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male, South, <=50K,0, Never-married,0,35
19036,36, Private,280169, Masters,14, Exec-managerial, Husband, White, Male, United-States, >50K,0, Married-civ-spouse,0,50
19037,39, Private,144608, Bachelors,13, Prof-specialty, Not-in-family, White, Male, ?, >50K,0, Never-married,0,40
